,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
350,351,120,2,4.219507705176107,8.964439833539357,0,1,0,3,0,3,0,14,2,0,4,1,9,5,0,0,1,0,4,4,1,362.0,0,3,2,0,4,4,6,0,6,0,1869,1869,0,0,1,3,7.533158807455563,0,0,7.533158807455563,0,0,2,0,2,1,0,6,4,1,2,0,0.0,2,2,617,3,3,2,210,54,0,0,0,0,0,2,1,0,12,2007,1,3,12.669998467265833,0,0,0
351,352,120,2,4.23410650459726,8.569975376855206,0,1,0,2,0,3,1,3,2,0,0,1,7,5,20,20,0,0,9,9,2,0.0,3,3,2,2,4,1,2,1082,6,0,371,1453,0,2,1,3,7.2813856635702825,0,0,7.2813856635702825,1,0,1,1,2,1,2,6,4,1,5,0,20.0,2,2,445,3,3,2,0,80,0,0,184,0,0,2,1,0,12,2006,3,0,12.154779351142624,1,0,0
352,353,50,2,4.0943445622221,9.114269903225448,0,1,3,3,0,3,0,6,0,0,0,0,5,6,67,58,0,0,8,8,2,0.0,3,3,1,4,0,3,3,236,5,380,0,616,0,4,0,3,6.423246963533519,495,0,7.01301578963963,0,1,1,0,3,1,3,5,4,0,3,3,67.0,3,1,200,3,0,2,48,0,0,0,0,0,0,2,1,0,3,2008,2,2,11.461632170582678,0,0,0
353,354,30,3,4.0943445622221,9.050171619823361,0,1,3,3,0,3,0,15,2,0,0,1,6,8,82,7,0,0,8,8,2,0.0,3,1,0,4,4,4,6,0,6,0,624,624,0,2,1,3,6.579251212010101,0,0,6.579251212010101,0,0,1,0,2,1,3,5,4,0,3,3,5.0,3,2,484,3,3,2,106,0,0,0,0,0,0,2,1,0,5,2010,3,2,11.570250531589497,0,0,0
354,355,50,2,4.0943445622221,9.035986984831405,0,1,3,0,0,3,0,17,2,0,0,0,6,5,66,6,0,0,9,4,2,0.0,3,3,1,4,4,4,3,388,6,0,552,940,0,0,1,3,7.083387847625295,403,0,7.374629015218945,0,0,1,0,2,1,3,6,4,2,2,0,66.0,3,1,240,3,3,2,0,0,108,0,0,0,0,2,1,0,6,2006,3,2,11.84939770159144,0,0,0
355,356,20,2,4.653960350157523,9.328034514792826,0,1,1,3,0,3,0,4,2,0,0,1,6,5,12,12,0,0,8,8,2,0.0,1,1,2,2,1,4,0,334,1,544,322,1200,0,0,1,3,7.090076835776092,0,0,7.090076835776092,1,0,2,0,3,1,2,6,4,0,3,0,12.0,2,2,521,3,3,2,0,26,0,0,0,0,0,2,1,0,8,2007,3,2,12.086725887897607,0,0,0
356,357,20,2,4.23410650459726,9.13216259091216,0,1,0,3,0,3,0,7,2,0,0,1,6,6,17,17,0,0,3,3,1,106.0,3,3,2,2,4,4,2,560,6,0,598,1158,0,2,1,3,7.062191632286556,0,0,7.062191632286556,1,0,2,0,3,1,2,6,4,0,3,0,17.0,2,2,400,3,3,2,120,26,0,0,0,0,0,2,1,0,7,2009,3,2,12.061046873479915,1,0,0
357,358,120,3,3.784189633918261,8.348537825386098,0,1,3,3,0,3,0,9,2,0,4,1,5,5,31,31,0,0,2,2,2,0.0,3,3,2,2,4,4,0,874,6,0,268,1142,0,4,1,3,7.040536390215956,0,0,7.040536390215956,1,0,1,1,3,1,3,6,4,1,4,0,31.0,0,2,528,3,3,2,536,90,0,0,0,0,0,3,1,0,8,2007,3,2,11.805595078933049,0,0,0
358,359,80,2,4.5217885770490405,8.84361509218395,0,1,0,3,0,3,0,3,2,0,0,5,5,4,48,48,1,0,9,6,1,120.0,3,3,1,4,4,0,1,300,5,294,468,1062,0,0,1,1,7.20934025660291,0,0,7.20934025660291,0,1,1,0,3,1,2,6,1,0,3,2,48.0,3,1,288,3,3,2,168,0,294,0,0,0,0,2,1,0,7,2006,3,0,11.77528972943772,0,0,0
359,360,60,2,4.356708826689592,9.39357817555449,0,1,0,3,0,1,0,13,2,0,0,2,8,5,8,8,0,0,8,8,1,530.0,1,3,2,2,4,0,2,956,6,0,130,1086,0,0,1,3,6.990256500493881,838,0,7.562161631225652,1,0,2,1,3,1,2,7,4,1,5,0,8.0,2,2,592,3,3,2,208,75,0,0,374,0,0,2,1,0,6,2006,3,2,12.542544882151386,0,0,0
360,361,85,2,4.23410650459726,8.927977461002001,0,1,0,3,0,1,0,10,2,0,0,4,6,6,29,29,0,0,8,8,2,0.0,3,3,1,2,4,0,2,773,6,0,115,888,0,0,1,3,6.815639990074331,0,0,6.815639990074331,1,0,1,0,2,1,3,5,4,1,5,0,29.0,2,2,470,3,3,2,0,0,0,0,192,0,0,3,1,0,6,2007,3,2,11.957611286231675,1,0,0
361,362,50,2,4.23410650459726,9.120853205474647,0,2,3,3,0,3,0,2,2,0,0,0,5,5,68,26,0,0,4,4,2,0.0,3,3,1,4,4,4,5,399,6,0,484,883,0,2,1,3,6.895682697747868,517,0,7.316548177182976,1,0,1,0,3,1,3,8,4,0,3,3,68.0,3,1,240,3,3,0,0,0,0,0,0,0,0,2,1,0,7,2008,3,2,11.884489021402711,1,0,0
362,363,85,2,4.1588830833596715,8.895766604056085,0,1,3,3,0,0,0,6,2,0,0,4,7,5,6,6,0,0,3,3,1,500.0,1,3,4,3,2,2,4,0,3,0,0,0,0,0,1,3,6.20455776256869,1427,0,7.561121589530238,0,0,3,0,4,1,2,7,4,1,0,2,6.0,2,2,672,3,3,2,0,0,177,0,0,0,0,2,1,0,7,2009,2,2,12.198544379109382,0,0,0
363,364,160,3,3.044522437723423,7.426549072397305,0,1,3,3,0,3,0,1,2,0,3,2,6,8,37,2,0,0,3,3,1,510.0,3,3,1,4,4,4,0,162,6,0,321,483,0,2,1,3,6.180016653652572,504,0,6.894670039433482,0,0,1,1,2,1,2,5,4,0,3,3,37.0,3,1,264,3,3,2,250,0,0,0,0,0,0,2,1,0,5,2009,3,2,11.678439903447801,0,0,0
364,365,60,2,4.23410650459726,9.84161214881804,0,1,0,3,0,2,0,12,2,0,0,2,6,5,30,30,0,0,3,3,1,120.0,3,3,2,2,4,3,2,712,6,0,84,796,0,4,1,3,6.672032945461067,784,0,7.3613754289773485,1,0,2,1,3,1,3,6,4,1,5,0,30.0,0,2,566,3,3,2,306,111,0,0,0,0,0,2,1,0,7,2006,3,2,12.154779351142624,1,0,0
365,366,70,3,4.07753744390572,9.27706400401909,0,1,3,3,0,3,0,8,2,0,0,2,5,7,89,12,1,0,8,8,2,0.0,3,1,1,4,0,4,5,456,6,0,216,672,0,2,1,0,6.51025834052315,672,0,7.203405521083095,0,0,1,0,3,1,3,6,4,0,3,3,45.0,3,1,468,3,0,2,0,128,218,0,0,0,0,2,1,0,7,2009,3,2,11.898187865760873,0,0,0
366,367,20,2,4.23410650459726,9.159047077588632,0,1,0,3,0,3,0,11,2,0,0,1,6,5,46,46,0,0,5,5,1,247.0,3,3,1,2,4,4,1,609,6,0,785,1394,0,2,1,3,7.2399325913204695,0,0,7.2399325913204695,1,0,1,1,3,1,3,6,4,2,2,0,46.0,2,2,514,3,3,2,0,76,0,0,185,0,0,2,1,0,7,2009,3,2,11.976659481202368,1,0,0
367,368,80,2,4.61512051684126,9.121509158269568,0,1,0,3,0,0,0,11,2,0,0,5,6,5,46,46,0,1,5,5,1,305.0,3,3,1,2,4,1,2,371,6,0,728,1099,0,2,1,3,7.266128779556451,0,0,7.266128779556451,0,1,1,0,3,1,3,6,4,1,2,1,46.0,2,1,296,3,3,2,64,110,0,0,0,0,0,2,1,0,12,2008,3,2,12.013700752882718,0,0,0
368,369,20,2,4.356708826689592,8.961879012677683,0,1,3,3,0,3,0,11,2,0,0,1,5,6,56,56,0,0,3,3,1,200.0,3,3,2,4,4,4,3,540,6,0,728,1268,0,2,1,3,7.145196134997171,0,0,7.145196134997171,0,0,1,0,2,1,3,7,4,1,2,0,56.0,0,1,244,3,3,2,0,98,0,0,0,0,0,2,1,0,3,2010,3,2,11.790557201568507,0,0,0
369,370,20,2,4.23410650459726,9.193194213141211,0,1,0,3,0,0,0,11,2,0,0,1,5,7,51,4,0,0,9,9,2,0.0,3,1,1,4,4,4,0,72,5,258,733,1063,0,0,1,3,7.160069207596127,0,0,7.160069207596127,1,0,1,0,3,1,2,7,4,1,2,3,13.0,0,2,576,3,3,2,364,17,0,0,182,0,0,2,1,0,3,2010,3,2,11.99535161421452,1,0,0
370,371,60,2,4.23410650459726,9.002208578282412,0,1,0,3,0,3,0,7,2,0,0,2,6,5,6,6,0,0,8,8,2,0.0,3,3,2,2,4,4,6,0,6,0,953,953,0,0,1,3,6.859614903654202,711,0,7.416979621381154,0,0,2,1,3,1,3,7,4,1,5,0,6.0,2,2,460,3,3,2,100,40,0,0,0,0,0,2,1,0,1,2006,3,2,12.05757263721173,1,0,0
371,372,50,2,4.382026634673881,9.748002649695733,0,1,3,3,0,3,0,3,1,0,0,0,4,4,49,49,0,0,10,5,2,0.0,3,3,1,3,2,2,4,0,3,0,0,0,0,4,1,3,7.02108396428914,468,0,7.370230641807081,0,0,2,0,4,1,3,7,1,1,2,3,17.0,0,2,680,3,3,0,0,59,0,0,0,0,0,2,1,0,7,2008,3,2,11.808813773969108,0,0,0
372,373,120,2,3.912023005428146,8.878358040627822,0,1,3,3,0,3,0,19,2,0,4,1,6,5,26,26,0,0,5,5,2,0.0,3,3,1,2,4,4,0,623,2,121,0,744,0,4,1,3,6.62273632394984,0,0,6.62273632394984,1,0,1,0,2,1,3,4,4,0,3,0,26.0,3,1,264,3,3,2,353,0,0,0,90,0,0,3,1,0,2,2010,3,2,11.736069016284437,0,0,0
373,374,20,2,4.3694478524670215,9.271811694064283,0,1,3,3,0,3,0,11,2,0,0,1,5,6,56,56,0,0,4,4,2,0.0,3,3,2,4,4,4,1,428,2,180,0,608,0,4,1,3,7.1846291527173145,0,0,7.1846291527173145,1,0,1,0,3,1,3,5,1,0,3,0,56.0,3,1,270,3,3,2,66,0,0,0,0,0,0,1,1,0,11,2009,3,2,11.719939634354555,0,0,0
374,375,60,2,4.174387269895637,9.011889433252344,0,1,3,3,0,3,0,4,2,0,0,2,7,5,4,3,0,0,8,8,2,0.0,1,3,2,2,4,4,6,0,6,0,847,847,0,0,1,3,6.741700694652055,1081,0,7.564238475170491,0,0,2,1,4,1,2,8,4,1,2,2,4.0,0,2,434,3,3,2,100,48,0,0,0,0,0,2,1,0,7,2007,3,2,12.299107511497363,0,0,0
375,376,30,2,4.23410650459726,9.212338374638856,0,1,0,2,0,3,2,6,2,0,0,1,1,1,87,59,0,0,9,9,2,0.0,2,0,0,1,3,1,1,350,6,0,333,683,0,2,0,0,6.806829360392176,0,0,6.806829360392176,1,0,0,1,1,1,1,4,3,0,3,4,29.0,1,0,0,1,1,2,0,0,0,0,0,0,0,2,1,0,3,2009,3,2,11.018629143155449,1,0,1
376,377,85,2,4.04305126783455,9.087720658428273,0,1,0,3,0,1,0,4,2,0,0,4,5,5,10,10,0,0,8,8,2,0.0,1,3,2,2,4,0,2,298,6,0,572,870,0,0,1,3,6.81783057145415,0,0,6.81783057145415,0,0,1,0,2,1,3,5,4,0,3,3,8.0,3,2,576,3,3,2,0,0,0,0,0,0,0,2,1,0,7,2006,3,2,11.904967552746252,0,0,0
377,378,60,0,4.624972813284271,9.318566777047053,0,1,0,3,0,0,0,20,2,0,0,2,8,5,3,2,0,0,2,2,2,0.0,1,3,2,2,4,4,6,0,6,0,1580,1580,0,0,1,3,7.365180126021013,886,0,7.81035268372429,0,0,3,0,4,1,2,8,4,1,2,0,3.0,2,2,610,3,3,2,159,214,0,0,0,0,0,2,1,0,12,2007,3,2,12.736700896592344,0,0,0
378,379,20,2,4.477336814478207,9.34084218004034,0,1,3,3,0,0,0,21,2,0,0,1,9,2,0,0,1,0,8,8,4,350.0,1,3,2,0,4,0,2,1445,6,0,411,1856,0,0,1,3,7.526178913346146,0,0,7.526178913346146,1,0,1,1,1,1,0,8,4,1,0,0,0.0,0,3,834,3,3,2,113,0,0,0,0,0,0,2,1,0,6,2010,1,3,12.885202034321916,0,0,0
379,380,60,2,4.0943445622221,9.002454823050954,0,1,0,3,0,3,0,7,4,0,0,2,6,5,9,9,0,0,8,8,1,16.0,3,3,2,2,4,4,6,0,6,0,982,982,0,0,1,3,6.914730892718563,793,0,7.495541943884256,0,0,2,1,3,1,3,7,4,1,5,0,9.0,0,2,463,3,3,2,100,63,0,0,0,0,0,2,1,0,6,2009,3,2,12.095141084822892,0,0,0
380,381,50,2,3.912023005428146,8.517193191416238,0,2,3,3,0,3,0,17,2,0,0,0,5,6,86,60,0,0,1,9,2,0.0,3,3,0,4,4,4,3,218,6,0,808,1026,0,4,1,3,6.933423025730715,665,0,7.43307534889858,0,0,2,0,3,1,2,6,4,1,2,3,86.0,3,1,308,3,3,2,0,0,242,0,0,0,0,2,1,0,5,2010,3,2,11.751942365440728,0,0,0
381,382,20,0,4.0943445622221,8.881836305004146,0,2,3,3,0,3,0,20,2,0,0,1,7,5,0,0,0,0,8,8,2,0.0,1,3,2,2,1,4,6,0,6,0,1293,1293,0,0,1,3,7.170888478512505,0,0,7.170888478512505,1,0,2,0,2,1,2,5,4,1,2,0,0.0,2,2,572,3,3,2,216,121,0,0,0,0,0,2,1,0,8,2006,1,3,12.142866569626381,0,0,0
382,383,60,2,4.3694478524670215,9.131838143821225,0,1,0,3,0,3,0,4,2,0,0,2,7,5,1,1,0,0,8,8,2,0.0,1,3,2,2,4,0,6,0,6,0,939,939,0,0,1,3,6.844815479208263,858,0,7.493873886783559,0,0,2,1,3,1,2,8,4,0,3,0,1.0,2,2,639,3,3,2,144,53,0,0,0,0,0,2,1,0,4,2007,3,2,12.271392111650817,0,0,0
383,384,45,1,4.0943445622221,9.104979856318357,0,1,3,3,0,0,0,19,2,0,0,3,6,3,81,59,0,0,9,9,2,0.0,3,3,0,1,0,4,6,0,6,0,784,784,0,4,0,0,6.664409020350408,0,0,6.664409020350408,0,0,1,0,2,1,3,5,4,0,3,3,59.0,3,2,360,0,0,0,0,0,91,0,0,0,0,2,1,0,10,2009,3,2,11.238488619268468,0,0,0
384,385,60,2,4.23410650459726,10.880064025283644,0,1,1,2,0,0,1,3,1,0,0,2,6,5,15,15,0,0,3,3,2,0.0,1,3,2,2,4,0,2,985,6,0,595,1580,0,0,1,3,6.983789965258135,874,0,7.577121930876679,1,0,2,1,3,1,2,9,4,2,1,0,15.0,0,2,501,3,3,2,216,231,0,0,0,0,0,2,1,0,6,2007,3,2,12.388394202324129,1,0,0
385,386,120,2,3.7612001156935624,8.065265208897733,0,1,3,3,0,3,0,0,2,0,4,1,8,5,6,5,0,0,8,8,1,16.0,1,3,2,2,4,4,2,24,6,0,1232,1256,0,0,1,3,7.1459844677143876,0,0,7.1459844677143876,0,0,2,0,2,1,2,6,4,1,5,0,6.0,0,2,430,3,3,2,146,20,0,0,144,0,0,2,1,0,4,2010,3,2,12.165250651009918,0,0,0
386,387,50,2,4.060443010546419,9.037176752966994,0,1,3,3,0,2,0,6,1,0,0,0,5,3,96,10,2,0,9,8,2,0.0,3,0,2,4,4,4,6,0,6,0,658,658,0,4,1,3,6.489204931325317,526,0,7.076653815443951,0,0,1,0,5,1,3,8,4,0,3,4,26.0,1,0,0,1,1,0,0,151,0,0,0,0,0,2,1,0,5,2006,3,4,11.302204433654575,0,0,1
387,388,80,2,4.276666119016055,8.881836305004146,0,1,3,3,0,3,0,6,2,0,0,5,6,6,33,33,1,0,4,4,1,255.0,3,3,1,4,4,0,0,631,6,0,410,1041,0,0,1,3,7.025538314638521,0,0,7.025538314638521,1,0,1,0,3,1,3,6,4,1,1,3,32.0,3,1,352,3,3,2,296,0,0,0,0,0,0,1,1,0,10,2009,3,0,11.736069016284437,0,0,0
388,389,20,2,4.532599493153256,9.146548238888403,0,1,0,3,0,1,0,4,2,0,0,1,7,5,9,8,0,0,8,8,1,125.0,1,3,2,2,4,4,6,0,6,0,1468,1468,0,0,1,3,7.2991214627108,0,0,7.2991214627108,0,0,2,0,3,1,2,6,4,0,3,0,9.0,2,2,577,3,3,2,120,25,0,0,0,0,0,2,1,0,7,2008,3,2,12.160028707028767,0,0,0
389,390,60,2,4.564348191467836,9.431401757086068,0,1,3,3,0,3,0,14,2,0,0,2,10,5,1,0,0,0,8,8,4,272.0,0,3,2,0,4,0,2,1280,6,0,402,1682,0,0,1,3,7.462789157412448,590,0,7.754481547470383,1,0,2,1,3,1,0,9,4,1,0,2,0.0,0,3,846,3,3,2,196,134,0,0,0,0,0,2,1,0,8,2008,1,3,12.962194625251508,0,0,0
390,391,50,2,3.912023005428146,9.036582045842716,0,0,3,3,0,3,0,6,2,0,0,0,5,8,108,58,0,0,4,4,2,0.0,3,3,0,4,1,4,5,241,1,391,229,861,0,0,1,3,6.8679744089702925,406,0,7.220373836723949,1,0,1,0,4,1,3,7,4,0,3,3,30.0,3,1,384,3,3,2,0,130,112,0,0,0,0,3,1,0,4,2008,3,2,11.686878772093667,0,0,0
391,392,60,2,4.2626798770413155,9.409928663668856,0,1,0,3,0,1,0,10,2,0,0,2,6,5,8,7,0,0,8,8,2,0.0,3,3,2,0,4,4,0,690,6,0,114,804,0,0,1,3,6.6895992691789665,1157,0,7.581209826196346,1,0,2,1,3,1,2,7,4,1,5,2,8.0,0,2,560,3,3,2,125,192,0,0,0,0,0,2,1,0,6,2009,3,2,12.2783933071098,0,0,0
392,393,20,2,4.23410650459726,9.028698584086985,0,1,0,3,0,3,0,11,2,0,0,1,5,7,48,48,0,0,4,4,2,0.0,3,3,4,3,2,2,4,0,3,0,0,0,0,4,1,3,6.782192056006791,0,0,6.782192056006791,0,0,1,0,3,1,3,5,4,0,3,0,48.0,2,1,294,3,3,2,0,0,0,0,0,0,0,3,0,1200,7,2007,3,2,11.575900264131617,1,0,0
393,394,30,2,4.23410650459726,8.915432254432663,0,1,3,3,0,0,0,2,1,0,0,1,4,5,65,56,0,0,10,10,2,0.0,3,3,1,4,4,4,5,266,6,0,522,788,0,4,1,0,6.669498089857879,0,0,6.669498089857879,0,0,1,0,2,1,3,4,4,2,5,4,26.0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,4,2006,3,0,11.512925464970229,1,0,1
394,395,50,2,4.0943445622221,9.223651386035854,0,1,3,3,0,3,0,15,2,0,0,0,5,6,67,57,0,0,4,4,2,0.0,3,3,1,4,4,4,6,0,6,0,735,735,0,2,1,0,6.5998704992128365,299,0,6.9411900550683745,0,0,1,0,2,1,3,5,4,0,3,3,67.0,3,1,240,3,3,2,0,39,0,0,0,0,0,2,1,0,7,2007,3,2,11.59910316121128,0,0,0
395,396,20,2,4.219507705176107,9.166492972195906,0,1,3,3,0,3,0,6,2,0,0,1,5,6,54,54,0,0,9,9,2,0.0,3,3,1,4,4,0,1,739,6,0,405,1144,0,4,1,3,7.042286171939743,0,0,7.042286171939743,1,0,1,0,3,1,3,6,4,0,3,0,54.0,3,1,596,3,3,2,44,0,0,0,0,0,0,2,1,0,6,2010,3,2,11.76756768334381,0,0,0
396,397,20,2,4.0943445622221,8.881836305004146,0,1,3,2,0,3,0,4,2,0,0,1,5,5,37,37,1,0,4,4,2,0.0,3,3,1,4,4,0,5,777,6,0,117,894,0,4,1,3,6.795705775173514,0,0,6.795705775173514,0,0,1,0,2,1,3,6,4,0,3,3,24.0,2,2,600,3,3,2,215,0,0,0,0,0,0,2,1,0,9,2009,3,2,11.719939634354555,0,0,0
397,398,60,2,4.23410650459726,8.934586870389676,0,1,3,3,0,3,0,11,3,0,0,2,5,5,45,45,0,0,8,8,1,288.0,3,3,1,4,4,4,0,540,6,0,324,864,0,4,1,3,6.775366090936392,936,0,7.502186486602924,0,0,2,0,4,1,3,8,4,1,5,0,45.0,2,1,264,3,3,2,0,168,0,0,0,0,0,2,1,0,7,2007,3,2,12.040608205802641,0,0,0
398,399,30,3,4.0943445622221,9.101306450952048,0,1,3,3,0,0,0,8,2,0,0,1,5,2,87,57,0,0,4,4,2,0.0,3,0,0,1,3,4,6,0,6,0,961,961,0,2,1,2,6.981934677156389,0,0,6.981934677156389,0,0,1,0,2,1,3,6,3,0,3,3,87.0,3,1,338,2,2,0,0,0,0,0,0,0,0,2,1,0,11,2007,3,0,11.112447898373103,0,0,0
399,400,60,0,4.174387269895637,9.002701007197938,0,1,3,3,0,3,0,20,2,0,0,2,7,5,3,2,0,0,2,2,4,100.0,1,3,2,2,4,4,2,812,6,0,280,1092,0,0,1,3,7.013915474810528,438,0,7.346010209913293,1,0,2,0,2,1,2,7,4,0,3,0,2.0,0,2,438,3,3,2,0,168,0,0,0,0,0,2,1,0,10,2009,3,2,12.392552212472792,0,0,0
400,401,120,2,3.6375861597263857,9.61333576618342,0,1,1,3,0,3,0,16,2,0,4,1,8,5,12,12,0,0,1,1,2,0.0,1,3,2,2,4,4,2,786,6,0,474,1260,0,0,1,3,7.160845906664299,0,0,7.160845906664299,1,0,1,1,1,1,0,4,4,2,2,0,12.0,0,2,500,3,3,2,120,30,0,0,224,0,0,2,1,0,12,2008,3,2,12.411052226216713,0,0,0
401,402,20,2,4.174387269895637,9.078749951588586,0,1,0,3,0,3,0,4,2,0,0,1,7,5,1,1,0,0,8,8,2,0.0,1,3,2,2,4,0,2,24,6,0,1286,1310,0,0,1,3,7.177782416195197,0,0,7.177782416195197,0,0,2,0,3,1,2,6,4,1,2,0,1.0,0,2,400,3,3,2,0,0,0,0,0,0,0,2,1,0,7,2006,1,3,12.01364014498549,0,0,0
402,403,30,2,4.0943445622221,9.230142999272362,0,1,3,3,0,3,0,18,2,0,0,1,5,8,68,11,0,0,9,9,2,0.0,3,3,2,4,4,4,6,0,6,0,672,672,0,0,1,3,6.51025834052315,0,0,6.51025834052315,0,0,1,0,2,1,3,4,4,0,3,3,68.0,3,1,240,3,3,0,168,0,0,0,0,0,0,0,1,0,8,2008,3,2,11.589886506106357,0,0,0
403,404,60,2,4.532599493153256,9.400133943608838,0,1,3,3,0,0,0,13,2,0,0,2,8,5,8,8,1,0,8,8,1,650.0,1,3,2,2,4,4,6,0,6,0,1141,1141,0,2,1,3,7.060476365999801,1098,0,7.724446645633537,0,0,2,1,4,1,2,10,4,1,5,2,8.0,0,2,420,3,3,2,144,123,0,0,0,0,0,2,1,0,7,2006,3,0,12.460714863903755,0,0,0
404,405,60,2,4.23410650459726,9.246093541682,0,1,0,3,0,3,0,7,2,0,0,2,6,5,12,11,0,0,4,4,2,0.0,3,3,2,2,4,4,6,0,6,0,806,806,0,2,1,3,6.692083742506628,766,0,7.360103972989152,0,0,2,1,3,1,3,7,4,1,5,2,12.0,0,2,373,3,3,2,0,40,0,0,0,0,0,2,1,0,5,2007,3,2,12.031719258385396,1,0,0
405,406,20,2,4.23410650459726,9.209439966733019,0,1,0,3,0,0,0,18,1,0,0,1,4,4,33,16,0,0,5,5,2,0.0,3,3,1,4,4,4,1,1116,6,0,165,1281,0,0,1,3,7.3901814282264295,0,0,7.3901814282264295,1,0,2,0,3,1,3,8,0,1,5,0,16.0,3,2,490,3,3,2,120,78,0,0,0,0,0,1,1,0,6,2009,3,2,11.918390573078392,1,0,0
406,407,50,2,3.9318256327243257,9.257223957875032,0,1,3,3,0,3,0,17,2,0,0,0,6,5,72,58,0,0,4,4,2,0.0,3,3,0,4,4,4,6,0,6,0,1064,1064,0,0,1,0,7.061334366910438,0,473,7.40184157874383,0,0,1,0,3,1,3,6,3,0,3,3,72.0,3,1,240,3,3,2,0,0,0,0,0,0,0,2,1,0,3,2008,3,2,11.652687407345388,0,0,0
407,408,70,2,4.143134726391533,9.653486547052035,0,1,3,3,0,3,0,5,2,0,0,2,6,7,93,32,0,0,9,5,2,0.0,3,3,0,2,4,4,6,0,6,0,840,840,0,0,1,3,6.733401891837359,840,0,7.426549072397305,0,0,2,0,4,1,3,8,4,0,3,0,48.0,3,1,308,3,3,2,0,0,160,0,0,0,0,2,1,0,3,2008,3,2,12.083905011555967,0,0,0
408,409,60,2,4.6913478822291435,9.55775254863573,0,1,3,3,0,0,0,14,2,0,0,2,7,5,1,1,0,0,8,8,1,350.0,1,3,2,0,1,4,6,0,6,0,1063,1063,0,0,1,3,6.976348070447749,1101,0,7.683403681053826,0,0,2,1,3,1,2,9,4,1,2,0,1.0,2,3,947,3,3,2,192,62,0,0,0,0,0,2,1,0,8,2007,1,3,12.542544882151386,0,0,0
409,410,60,0,4.442651256490317,9.287301413112312,0,1,3,3,0,3,0,20,2,0,0,2,8,5,1,0,0,0,8,8,4,100.0,1,3,2,0,4,4,2,789,6,0,245,1034,0,0,1,3,6.956545443151569,1028,0,7.639161171659173,1,0,2,1,3,1,0,8,4,1,2,0,0.0,0,3,836,3,3,2,0,102,0,0,0,0,0,2,1,0,4,2008,1,3,12.73596533201339,0,0,0
410,411,20,2,4.219507705176107,9.166492972195906,0,1,3,3,0,3,0,6,2,0,0,1,5,3,51,51,0,0,6,6,2,0.0,3,0,1,4,0,4,6,0,6,0,1276,1276,0,4,1,0,7.151485463904735,0,0,7.151485463904735,0,0,1,0,3,1,3,5,2,0,3,0,51.0,3,1,350,3,3,2,0,0,0,0,0,0,0,2,1,0,6,2009,0,0,11.002099841204238,0,0,0
411,412,190,2,4.605170185988092,10.453053004618049,0,1,3,0,0,3,0,7,2,0,1,1,5,5,51,51,1,0,9,9,2,0.0,3,3,1,4,4,3,5,1056,6,0,0,1056,0,4,0,3,6.962243464266207,0,0,6.962243464266207,1,0,1,0,3,1,3,5,4,0,3,0,51.0,0,2,572,3,3,2,264,0,0,0,0,0,0,2,1,0,1,2006,3,2,11.884489021402711,0,0,0
412,413,20,0,4.23410650459726,8.390041405755754,0,1,1,3,0,3,0,20,2,0,0,1,7,5,1,1,0,0,4,4,4,432.0,0,3,2,0,4,0,2,578,6,0,892,1470,0,0,1,3,7.298445101508147,0,0,7.298445101508147,1,0,2,1,2,1,2,7,4,1,2,0,1.0,0,2,484,3,3,2,0,144,0,0,0,0,0,2,1,0,6,2010,1,3,12.310432660854417,1,0,0
413,414,30,3,4.02535169073515,9.100525505968976,0,0,3,3,0,3,0,15,0,0,0,1,5,6,83,60,0,0,10,10,2,0.0,3,3,1,4,4,4,6,0,6,0,1008,1008,0,2,1,0,6.93537044601511,0,0,6.93537044601511,0,0,1,0,2,1,3,5,4,1,2,3,83.0,3,2,360,3,3,2,0,0,130,0,0,0,0,2,1,0,3,2010,3,2,11.652687407345388,0,0,0
414,415,60,2,4.07753744390572,9.326165937481774,0,1,1,3,0,1,0,19,2,0,0,2,7,5,15,15,0,0,8,8,2,0.0,1,3,2,2,4,4,1,50,4,531,499,1080,0,0,1,3,6.984716320118266,1017,0,7.64826303090192,0,1,2,1,3,1,2,9,4,1,5,0,15.0,3,3,678,3,3,2,196,187,0,0,0,0,0,2,1,0,12,2008,3,2,12.337100907936577,0,0,0
